Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,5,CHEVROLET,BLUE,Alloy,70232,MEDIUMSUV,6122,7112,0
ADESA,7,DODGE,GREY,Alloy,85452,COMPACT,2517,5139,1
OTHER,3,DODGE,BLUE,Covers,66791,VAN,7011,8072,0
OTHER,4,MITSUBISHI,GREY,NULL,77194,MEDIUM,6032,7015,1
ADESA,6,FORD,RED,Covers,80689,VAN,2727,3445,0
OTHER,2,DODGE,BLUE,NULL,80785,MEDIUM,8161,11582,1
MANHEIM,3,CHEVROLET,GREY,Covers,65111,LARGE,7566,10828,0
OTHER,3,CHRYSLER,GOLD,Alloy,64241,VAN,7346,8434,1
MANHEIM,8,MITSUBISHI,MAROON,Alloy,73978,LARGESUV,6448,9473,1
MANHEIM,8,FORD,MAROON,Covers,69764,MEDIUM,2770,5319,1
OTHER,4,CHRYSLER,BLUE,Covers,81306,MEDIUM,5309,9182,1
MANHEIM,6,SATURN,BLUE,Covers,87901,MEDIUM,3259,4020,1
OTHER,7,FORD,SILVER,Alloy,63908,MEDIUMSUV,4136,5211,0
OTHER,2,CHRYSLER,BEIGE,Alloy,51005,MEDIUM,8113,9262,0
ADESA,6,CHEVROLET,MAROON,Alloy,87922,VAN,2596,3304,1
MANHEIM,5,CHEVROLET,WHITE,Covers,86375,COMPACT,2902,3634,0
MANHEIM,3,DODGE,SILVER,Alloy,61003,SPECIALTY,8886,13260,1
MANHEIM,9,TOYOTA,SILVER,Alloy,78263,SPORTS,3786,6014,1
ADESA,9,SATURN,SILVER,Alloy,62653,COMPACT,1786,4166,0
ADESA,4,SUZUKI,GOLD,NULL,56404,MEDIUM,4170,7278,1
MANHEIM,4,CHRYSLER,GREEN,Covers,79599,VAN,4969,5867,1
ADESA,3,TOYOTA,WHITE,NULL,88362,MEDIUM,7839,11498,1
OTHER,1,KIA,BEIGE,Covers,55442,MEDIUM,7479,10333,0
MANHEIM,4,DODGE,BLACK,Special,54037,MEDIUMSUV,7663,8776,0
MANHEIM,2,CHEVROLET,BLUE,Covers,83176,LARGE,7765,11893,0
ADESA,4,SUZUKI,BLUE,NULL,67513,MEDIUM,3584,4371,1
MANHEIM,3,CHEVROLET,SILVER,Covers,80649,VAN,7442,8537,0
ADESA,5,GMC,MAROON,Alloy,91950,MEDIUMSUV,8101,9249,0
ADESA,4,CHEVROLET,RED,Alloy,79296,MEDIUMSUV,8077,9223,0
OTHER,4,CHEVROLET,WHITE,Alloy,58362,LARGE,7322,10852,0
MANHEIM,3,FORD,WHITE,Alloy,78752,SMALLTRUCK,0,0,0
MANHEIM,4,CHEVROLET,SILVER,Covers,76996,LARGE,6189,9227,1
MANHEIM,5,HONDA,BLACK,Covers,72775,SMALLSUV,6991,10334,0
OTHER,5,GMC,SILVER,Alloy,79329,MEDIUMSUV,9297,13225,1
MANHEIM,8,BUICK,BEIGE,Alloy,88155,LARGE,3495,6850,1
MANHEIM,5,FORD,SILVER,Covers,75111,MEDIUM,3105,6290,0
MANHEIM,6,CHEVROLET,GOLD,Covers,81326,MEDIUM,2863,3982,0
MANHEIM,6,MERCURY,WHITE,Covers,80001,LARGE,4121,7585,1
MANHEIM,5,HYUNDAI,WHITE,Covers,79412,MEDIUMSUV,6484,10535,1
MANHEIM,3,CHEVROLET,BEIGE,Covers,70077,LARGE,8030,11900,0
ADESA,4,FORD,BLUE,NULL,72020,MEDIUMSUV,7494,8594,1
MANHEIM,4,DODGE,WHITE,Alloy,74937,MEDIUMSUV,8200,9356,0
OTHER,5,FORD,GREY,Alloy,84709,MEDIUM,3213,6405,1
MANHEIM,6,SUZUKI,SILVER,Covers,62443,MEDIUM,2656,5835,1
ADESA,3,CHRYSLER,BLUE,Alloy,70378,MEDIUM,4942,5837,0
MANHEIM,5,PONTIAC,GOLD,Covers,87553,MEDIUM,4263,7133,0
ADESA,4,DODGE,WHITE,NULL,67560,MEDIUM,3984,4803,1
MANHEIM,3,DODGE,BLUE,Covers,59588,MEDIUM,5480,6418,0
MANHEIM,7,JEEP,GREEN,Alloy,96196,SMALLSUV,5290,8511,0
MANHEIM,1,PONTIAC,GREY,Alloy,13445,MEDIUM,19546,23361,1
OTHER,2,DODGE,SILVER,Covers,53124,MEDIUM,7465,11180,0
ADESA,3,DODGE,WHITE,Covers,70231,MEDIUM,6317,10275,0
OTHER,3,CHRYSLER,SILVER,Covers,79443,MEDIUM,5569,6515,1
MANHEIM,3,HYUNDAI,BLACK,Alloy,68326,MEDIUM,6426,7440,1
MANHEIM,4,DODGE,GOLD,Alloy,64692,VAN,6002,6982,1
MANHEIM,2,DODGE,GREY,Covers,66628,MEDIUM,8026,11892,1
MANHEIM,8,CHRYSLER,SILVER,Alloy,78021,MEDIUM,2388,3079,0
OTHER,6,FORD,BEIGE,Alloy,76255,LARGESUV,7806,8930,1
ADESA,6,CHEVROLET,GOLD,Alloy,77694,LARGESUV,7220,11181,0
MANHEIM,2,DODGE,GREY,Covers,62662,SPECIALTY,10100,13353,0
OTHER,6,GMC,BLUE,Alloy,94785,MEDIUMSUV,6969,11527,1
MANHEIM,8,FORD,BLUE,Alloy,94442,MEDIUM,1647,2279,1
OTHER,7,MAZDA,BLACK,NULL,105598,COMPACT,3693,6669,1
MANHEIM,5,MAZDA,SILVER,Alloy,76099,SMALLSUV,5370,6300,0
OTHER,7,CHEVROLET,BROWN,Alloy,83246,MEDIUMSUV,5348,6276,1
MANHEIM,6,CHEVROLET,GOLD,Alloy,79759,LARGE,3331,6272,1
MANHEIM,4,DODGE,GREEN,Covers,94632,MEDIUM,5950,10243,0
OTHER,6,PONTIAC,SILVER,Alloy,73983,MEDIUM,2752,3472,0
OTHER,4,CHEVROLET,SILVER,Covers,73416,MEDIUM,7174,10402,0
MANHEIM,3,PONTIAC,RED,Covers,76179,MEDIUM,6827,7873,1
MANHEIM,3,CHRYSLER,WHITE,Alloy,86377,SPECIALTY,13274,17103,0
MANHEIM,4,FORD,GREY,Covers,89713,MEDIUM,3911,4724,0
MANHEIM,2,DODGE,GREY,Alloy,71410,MEDIUM,8823,12451,1
ADESA,4,TOYOTA,BLUE,Covers,58703,COMPACT,5478,9570,0
OTHER,2,PONTIAC,RED,Covers,59213,LARGE,9853,11141,0
ADESA,2,CHEVROLET,RED,Covers,40956,COMPACT,6634,9487,1
ADESA,6,CHEVROLET,BLACK,NULL,91830,LARGESUV,6276,7278,1
ADESA,4,FORD,BLACK,Alloy,70178,LARGE,6764,10777,0
ADESA,3,CHRYSLER,GOLD,Alloy,77742,CROSSOVER,8235,9394,0
MANHEIM,4,FORD,WHITE,Covers,77986,VAN,4414,5267,0
MANHEIM,5,FORD,GREY,Alloy,68730,MEDIUM,4218,8409,1
MANHEIM,3,CHEVROLET,SILVER,Alloy,80717,MEDIUMSUV,13454,17471,0
MANHEIM,2,FORD,WHITE,Covers,94371,LARGETRUCK,9916,14336,0
MANHEIM,3,SATURN,BLACK,Covers,81285,MEDIUM,5770,9572,0
MANHEIM,7,SATURN,BLACK,NULL,67220,MEDIUMSUV,3248,5828,1
ADESA,3,JEEP,BLACK,Alloy,78399,SMALLSUV,11521,12943,0
MANHEIM,7,DODGE,WHITE,Covers,67855,VAN,4826,11941,1
MANHEIM,6,CHEVROLET,SILVER,Alloy,68264,LARGETRUCK,5796,6760,1
ADESA,8,NISSAN,GREEN,NULL,85767,COMPACT,3314,7475,1
OTHER,6,KIA,BLUE,Covers,80847,MEDIUM,2577,5693,1
OTHER,2,DODGE,BLACK,NULL,64156,SPECIALTY,10234,11553,1
OTHER,5,PONTIAC,BLUE,NULL,48576,COMPACT,2912,5895,1
OTHER,2,CHRYSLER,SILVER,Alloy,59859,CROSSOVER,9931,11225,0
MANHEIM,4,TOYOTA,SILVER,Covers,85070,MEDIUM,7657,10975,0
ADESA,8,JEEP,GOLD,Alloy,80910,MEDIUMSUV,3821,4627,1
OTHER,4,KIA,BLUE,Covers,92795,COMPACT,3318,7958,1
OTHER,3,CHEVROLET,GREEN,Covers,70102,MEDIUM,6311,7316,0
ADESA,6,JEEP,SILVER,Alloy,69407,SMALLSUV,4577,5443,0
OTHER,5,CHRYSLER,WHITE,Alloy,79207,MEDIUM,4837,5724,1
ADESA,4,FORD,BLUE,Alloy,78263,SPORTS,8479,9657,0
MANHEIM,7,CHEVROLET,SILVER,Alloy,83965,LARGE,3295,6417,1
MANHEIM,2,CHEVROLET,BROWN,Covers,85365,LARGE,8847,11987,0
MANHEIM,4,DODGE,SILVER,Covers,73125,MEDIUM,3328,6489,0
ADESA,7,MAZDA,YELLOW,NULL,57912,COMPACT,3835,4642,1
ADESA,4,CHEVROLET,GOLD,Covers,88487,MEDIUM,3744,4544,1
MANHEIM,6,FORD,SILVER,Alloy,84770,SMALLSUV,5031,8062,1
ADESA,4,MITSUBISHI,RED,Covers,64273,COMPACT,5755,8390,0
ADESA,3,CHEVROLET,WHITE,Covers,82728,VAN,7024,10916,1
ADESA,3,NISSAN,RED,Covers,59509,LARGETRUCK,8929,13566,0
MANHEIM,2,DODGE,SILVER,Covers,43614,MEDIUM,7203,11350,1
MANHEIM,3,DODGE,WHITE,Covers,52631,MEDIUM,5480,6418,1
MANHEIM,4,CHRYSLER,SILVER,Alloy,69371,MEDIUM,4121,7733,1
ADESA,5,FORD,BLACK,Covers,88723,MEDIUM,3359,6854,0
OTHER,7,DODGE,WHITE,Covers,88196,COMPACT,1688,2323,1
ADESA,4,CHRYSLER,SILVER,Alloy,80758,MEDIUM,5377,8618,0
MANHEIM,4,MITSUBISHI,SILVER,Covers,83109,COMPACT,3700,4496,1
OTHER,2,CHRYSLER,RED,NULL,51813,MEDIUM,7342,10457,1
OTHER,8,FORD,GREEN,NULL,90668,VAN,2901,6408,1
MANHEIM,8,CHEVROLET,BLUE,Covers,60478,MEDIUMSUV,5311,8077,1
OTHER,1,CHRYSLER,RED,Covers,46188,MEDIUM,6733,7772,0
ADESA,7,CHEVROLET,BLACK,Alloy,75707,VAN,3311,4076,1
OTHER,5,CHEVROLET,WHITE,Covers,80431,MEDIUM,3486,4265,0
MANHEIM,5,TOYOTA,BLUE,Covers,78289,MEDIUM,6389,7400,0
MANHEIM,5,CHRYSLER,SILVER,Covers,79857,MEDIUM,3882,7403,0
MANHEIM,4,HYUNDAI,WHITE,Covers,62452,SMALLSUV,6739,7778,0
OTHER,1,DODGE,BEIGE,NULL,46106,MEDIUM,6955,8011,1
ADESA,6,FORD,GREEN,Covers,89681,MEDIUM,2913,3646,1
MANHEIM,8,FORD,WHITE,Alloy,93596,COMPACT,2022,4611,1
ADESA,2,FORD,GOLD,NULL,77800,LARGE,8746,9946,1
MANHEIM,3,FORD,WHITE,Covers,88477,MEDIUM,5629,9065,0
OTHER,2,CHRYSLER,SILVER,Alloy,72203,CROSSOVER,11405,12817,0
OTHER,6,CHEVROLET,GREY,Alloy,81277,LARGE,5094,8458,1
MANHEIM,2,CHEVROLET,BEIGE,Covers,88942,VAN,7978,12636,0
ADESA,5,FORD,SILVER,Alloy,76432,MEDIUM,2772,3494,1
MANHEIM,5,GMC,GREY,Alloy,86278,MEDIUMSUV,8038,12906,1
ADESA,3,CHRYSLER,GREEN,NULL,78880,CROSSOVER,9383,13463,1
MANHEIM,5,DODGE,WHITE,Covers,103877,MEDIUM,3961,7259,0
MANHEIM,7,HYUNDAI,GREY,Alloy,61693,MEDIUMSUV,3710,4507,0
MANHEIM,2,CHEVROLET,SILVER,Covers,52647,COMPACT,6284,7287,0
MANHEIM,3,PONTIAC,GREY,Covers,62297,LARGE,7972,11657,1
MANHEIM,4,SATURN,RED,Covers,59353,MEDIUM,5013,8090,1
OTHER,2,CHRYSLER,BLUE,Covers,57119,MEDIUM,6457,9866,0
OTHER,2,PONTIAC,RED,Covers,49116,MEDIUM,8133,12485,0
OTHER,3,FORD,GOLD,Alloy,89525,LARGE,8821,10027,1
OTHER,5,CHEVROLET,GREEN,NULL,92873,MEDIUM,4875,8331,1
MANHEIM,6,CHRYSLER,BLUE,Alloy,74227,MEDIUM,5264,8350,1
MANHEIM,4,FORD,SILVER,Alloy,89819,LARGESUV,10570,11916,0
MANHEIM,5,FORD,WHITE,Alloy,88507,LARGESUV,8097,9245,1
MANHEIM,4,CHEVROLET,BLUE,Covers,86925,MEDIUM,4883,5774,1
MANHEIM,4,KIA,BLUE,Alloy,75048,MEDIUMSUV,7131,8201,1
MANHEIM,3,CHRYSLER,RED,Alloy,52331,VAN,5126,6036,1
ADESA,3,NISSAN,SILVER,Covers,65354,COMPACT,6086,9307,0
ADESA,3,CHEVROLET,WHITE,Covers,55242,COMPACT,5079,8721,0
OTHER,1,DODGE,BLACK,Covers,42530,MEDIUM,7697,11697,0
MANHEIM,4,CHEVROLET,BLACK,Covers,76725,MEDIUM,4624,5494,0
MANHEIM,3,CHEVROLET,RED,Covers,40465,COMPACT,5518,6459,1
MANHEIM,4,FORD,GREY,Alloy,71373,SPORTS,7785,8908,0
OTHER,3,PONTIAC,RED,Alloy,70065,LARGE,8568,11856,0
MANHEIM,3,CHEVROLET,BEIGE,Covers,77265,VAN,7672,8786,0
OTHER,3,DODGE,SILVER,Covers,81858,MEDIUM,6967,10580,0
ADESA,6,PONTIAC,RED,NULL,89462,MEDIUM,3251,6184,1
MANHEIM,4,JEEP,SILVER,Alloy,97910,LARGESUV,13493,16877,1
OTHER,3,BUICK,WHITE,Alloy,88184,LARGE,14486,19484,0
MANHEIM,6,KIA,BLUE,Covers,76206,MEDIUM,2925,6052,1
OTHER,1,KIA,SILVER,Covers,39236,COMPACT,6928,9692,0
MANHEIM,6,FORD,GREY,Alloy,73266,LARGESUV,6857,7906,1
ADESA,5,CHEVROLET,BLACK,NULL,89156,MEDIUMSUV,7832,11474,1
MANHEIM,5,KIA,GOLD,Alloy,63335,MEDIUM,2763,3484,1
MANHEIM,5,CHRYSLER,SILVER,Alloy,73793,CROSSOVER,6272,7274,1
OTHER,5,KIA,RED,NULL,75027,MEDIUM,3380,6620,1
MANHEIM,6,NISSAN,SILVER,Alloy,88854,MEDIUMSUV,7604,10827,1
MANHEIM,5,CHEVROLET,GREY,Alloy,76844,MEDIUMSUV,6570,9920,0
MANHEIM,5,CHEVROLET,SILVER,Covers,63518,VAN,4119,4949,0
OTHER,3,CHEVROLET,GOLD,Covers,64838,MEDIUM,6311,7316,0
ADESA,3,CHRYSLER,SILVER,NULL,64022,CROSSOVER,8169,9323,1
ADESA,3,SATURN,BLACK,Covers,76177,MEDIUM,5611,9173,1
MANHEIM,2,DODGE,BEIGE,Alloy,66391,MEDIUMSUV,10038,13981,0
MANHEIM,3,CHRYSLER,WHITE,Alloy,77066,MEDIUM,5098,6006,1
OTHER,3,NISSAN,BLACK,NULL,66532,MEDIUM,9937,13738,1
MANHEIM,3,CHEVROLET,MAROON,Covers,89890,LARGE,7366,10585,0
ADESA,5,TOYOTA,GOLD,NULL,79357,MEDIUM,6659,7692,1
MANHEIM,3,CHEVROLET,BEIGE,Covers,52448,LARGE,7541,11057,0
MANHEIM,4,SUZUKI,WHITE,Covers,83086,MEDIUM,3926,6869,1
OTHER,5,PONTIAC,GREEN,Alloy,85922,LARGE,4742,5621,0
MANHEIM,3,KIA,RED,Alloy,49951,MEDIUM,5070,5976,1
OTHER,6,SATURN,SILVER,NULL,69790,MEDIUM,3267,6078,0
MANHEIM,9,MERCURY,GOLD,Alloy,63880,MEDIUM,2423,4638,0
OTHER,6,SATURN,BLUE,Alloy,41570,MEDIUM,3264,4025,0
MANHEIM,5,FORD,BEIGE,Alloy,63516,MEDIUMSUV,7077,8143,0
ADESA,4,CHEVROLET,WHITE,NULL,76086,COMPACT,4888,5779,1
OTHER,3,CHEVROLET,SILVER,Alloy,75532,MEDIUM,7049,8113,1
OTHER,1,CHRYSLER,WHITE,Covers,48489,MEDIUM,7955,9091,0
OTHER,2,DODGE,BLACK,Covers,48069,MEDIUM,8268,9429,0
MANHEIM,5,JEEP,BLACK,Alloy,86326,MEDIUMSUV,6474,10293,1
MANHEIM,9,CHRYSLER,WHITE,Alloy,92565,MEDIUM,1736,4790,0
MANHEIM,2,CHRYSLER,SILVER,Covers,57906,MEDIUM,6312,7317,0
MANHEIM,2,CHEVROLET,BEIGE,Covers,87494,LARGE,7882,12049,0
MANHEIM,7,FORD,RED,Alloy,67681,SPORTS,3831,4637,1
ADESA,2,CHEVROLET,GOLD,NULL,86199,MEDIUMSUV,10620,11970,1
MANHEIM,4,CHEVROLET,SILVER,Alloy,84159,LARGE,7704,10873,1
OTHER,4,DODGE,SILVER,Covers,76248,MEDIUM,5488,6427,0
MANHEIM,4,NISSAN,GREY,Covers,63580,COMPACT,5027,5929,0
OTHER,4,CHRYSLER,WHITE,Alloy,69596,MEDIUM,3692,7072,0
MANHEIM,5,FORD,BLACK,Covers,59701,COMPACT,3219,4603,1
MANHEIM,5,FORD,BLUE,Alloy,51873,MEDIUMSUV,5813,9819,0
MANHEIM,3,JEEP,GREY,Alloy,74528,MEDIUMSUV,11500,12920,0
OTHER,2,DODGE,SILVER,Covers,48308,MEDIUM,7565,11274,0
MANHEIM,5,MAZDA,BLUE,Alloy,96165,SMALLSUV,5671,8211,0
MANHEIM,5,CHEVROLET,MAROON,Alloy,92705,LARGETRUCK,9090,10317,0
MANHEIM,5,CHEVROLET,BEIGE,Covers,79642,MEDIUM,5373,6303,1
OTHER,2,CHRYSLER,SILVER,Alloy,41354,MEDIUM,7025,8087,0
OTHER,3,CHEVROLET,BLACK,Covers,96190,MEDIUM,7480,10841,1
OTHER,2,DODGE,BLUE,Covers,73542,SPECIALTY,8876,10086,0
MANHEIM,3,DODGE,RED,Covers,61466,SPECIALTY,9780,13562,0
MANHEIM,6,MERCURY,WHITE,Alloy,77881,MEDIUMSUV,7485,12115,1
MANHEIM,4,CHRYSLER,BLUE,Covers,75662,MEDIUM,5167,8765,1
ADESA,2,FORD,WHITE,Alloy,54220,LARGE,9637,10908,0
MANHEIM,4,FORD,GREEN,Covers,90891,MEDIUM,4279,7460,0
MANHEIM,5,CHRYSLER,RED,Alloy,63925,MEDIUM,4446,7661,0
MANHEIM,5,CHRYSLER,GREEN,Covers,57168,CROSSOVER,6097,9555,0
OTHER,1,CHRYSLER,SILVER,Covers,34897,MEDIUM,7209,10398,0
MANHEIM,6,CHRYSLER,BLUE,Alloy,79555,MEDIUM,3806,4610,1
MANHEIM,4,CHEVROLET,WHITE,Covers,48777,COMPACT,4794,5678,0
MANHEIM,3,FORD,WHITE,Alloy,80006,SPORTS,10954,12330,0
MANHEIM,3,DODGE,WHITE,Alloy,71288,MEDIUMSUV,9625,10895,1
MANHEIM,4,CHEVROLET,SILVER,Covers,83900,LARGE,4573,5439,0
OTHER,4,CHEVROLET,BLUE,Alloy,87445,MEDIUMSUV,10267,14281,1
OTHER,5,CHRYSLER,BLUE,Alloy,71184,MEDIUM,3848,7135,1
ADESA,6,NISSAN,BLACK,Alloy,94232,MEDIUMSUV,8359,12042,1
ADESA,3,HYUNDAI,RED,Covers,45338,MEDIUM,5343,6270,1
ADESA,7,CHEVROLET,WHITE,NULL,72980,LARGE,2823,6029,1
ADESA,5,DODGE,BLUE,Alloy,79842,MEDIUM,3693,6430,1
MANHEIM,7,CHEVROLET,RED,Covers,100779,MEDIUM,2482,5055,1
MANHEIM,7,CHEVROLET,BLUE,Alloy,76651,LARGESUV,6668,7701,0
ADESA,2,CHEVROLET,SILVER,Alloy,70245,LARGE,8186,9341,0
ADESA,4,KIA,BLACK,Alloy,78341,MEDIUMSUV,6447,10557,0
ADESA,5,CHRYSLER,SILVER,NULL,62827,MEDIUM,4225,5063,1
ADESA,3,CHRYSLER,WHITE,NULL,51412,MEDIUM,4940,5835,1
MANHEIM,3,DODGE,BLUE,Covers,70655,VAN,6414,7427,0
ADESA,7,PONTIAC,GOLD,Alloy,90874,LARGE,3303,6565,1
MANHEIM,7,FORD,WHITE,Alloy,99137,MEDIUM,2692,5417,0
ADESA,5,PONTIAC,WHITE,Alloy,69279,MEDIUM,4070,4896,1
MANHEIM,7,DODGE,RED,Alloy,77816,LARGE,2194,2870,1
MANHEIM,5,DODGE,WHITE,Covers,74958,MEDIUM,2636,3347,1
MANHEIM,2,CHEVROLET,GREY,Alloy,72143,LARGE,8214,9371,0
MANHEIM,4,FORD,RED,Alloy,93224,LARGETRUCK,13002,14542,0
MANHEIM,6,MERCURY,WHITE,Alloy,108910,MEDIUM,3679,6729,1
OTHER,4,CHEVROLET,SILVER,Alloy,40965,MEDIUM,5603,6551,0
MANHEIM,4,CHEVROLET,WHITE,Covers,83416,MEDIUM,3286,4049,1
MANHEIM,8,NISSAN,GREEN,Alloy,48370,MEDIUM,4132,7458,1
ADESA,2,CHEVROLET,GREY,Covers,73282,MEDIUM,6421,10189,0
MANHEIM,5,DODGE,RED,Alloy,85075,COMPACT,3255,5963,1
OTHER,4,SATURN,OTHER,NULL,89261,MEDIUM,5065,8904,1
MANHEIM,4,SUZUKI,BLUE,Alloy,53459,COMPACT,3268,6312,0
ADESA,3,CHEVROLET,SILVER,Covers,81855,MEDIUMSUV,8776,9978,1
OTHER,3,SUZUKI,MAROON,Covers,41197,MEDIUM,5305,8825,0
OTHER,5,CHRYSLER,WHITE,Alloy,81161,MEDIUM,4479,8205,0
MANHEIM,4,KIA,WHITE,Alloy,57603,SMALLSUV,6344,7352,0
MANHEIM,6,CHEVROLET,GREY,Alloy,80159,MEDIUMSUV,6641,9972,0
MANHEIM,3,CHEVROLET,SILVER,Alloy,59884,VAN,7961,9098,0
ADESA,3,CHRYSLER,WHITE,Covers,56200,MEDIUM,4957,8990,0
ADESA,2,FORD,ORANGE,Alloy,60439,SMALLSUV,8919,10133,0
MANHEIM,3,SATURN,GREEN,Alloy,69400,MEDIUM,5542,6485,0
MANHEIM,7,DODGE,BLUE,Alloy,69111,SMALLTRUCK,4523,7408,1
ADESA,5,FORD,WHITE,Covers,86790,COMPACT,3591,7004,0
MANHEIM,7,DODGE,GREY,Alloy,89906,SMALLTRUCK,6596,9972,1
MANHEIM,7,DODGE,BLUE,Alloy,91936,COMPACT,2785,3508,1
MANHEIM,4,KIA,BLACK,Covers,72396,MEDIUM,4690,7953,1
OTHER,2,DODGE,SILVER,Covers,46746,MEDIUM,7899,11060,0
MANHEIM,5,SATURN,BLACK,NULL,89919,MEDIUM,4141,4972,1
OTHER,1,CHRYSLER,NOTAVAIL,NULL,47338,MEDIUM,7150,8222,1
ADESA,5,PONTIAC,SILVER,Covers,74892,LARGE,4172,5006,0
MANHEIM,2,FORD,RED,Alloy,45945,MEDIUM,10277,11599,0
MANHEIM,4,HYUNDAI,BLUE,NULL,77832,MEDIUM,6728,10865,0
MANHEIM,3,DODGE,BLUE,Alloy,70435,MEDIUMSUV,11028,12410,1
OTHER,4,CHEVROLET,SILVER,NULL,85450,MEDIUM,5535,6478,1
MANHEIM,3,CHEVROLET,BLACK,Covers,70292,LARGE,7217,8294,0
MANHEIM,4,DODGE,WHITE,Covers,89108,VAN,5022,5924,1
MANHEIM,1,CHRYSLER,BLUE,Covers,50506,MEDIUM,9898,11190,0
OTHER,4,CHEVROLET,GOLD,Alloy,66586,MEDIUMSUV,8170,9324,0
MANHEIM,2,CHEVROLET,SILVER,Covers,76319,VAN,8997,13609,0
MANHEIM,5,CHEVROLET,BLACK,Alloy,84996,MEDIUMSUV,5763,6724,1
ADESA,4,PONTIAC,RED,Covers,71065,MEDIUM,5857,9162,0
MANHEIM,5,HONDA,GREEN,Alloy,93258,MEDIUM,9015,12418,0
MANHEIM,4,FORD,WHITE,Covers,81834,MEDIUM,3988,7369,0
ADESA,7,MERCURY,BLACK,Alloy,84039,MEDIUM,2405,3097,1
MANHEIM,4,MITSUBISHI,RED,Alloy,86093,SPORTS,8361,11582,1
MANHEIM,4,SUZUKI,SILVER,Covers,88837,MEDIUM,4175,7281,1
OTHER,8,CHRYSLER,SILVER,Covers,85307,MEDIUM,2148,4756,1
ADESA,4,GMC,WHITE,Covers,83508,LARGETRUCK,5842,10519,0
ADESA,4,PONTIAC,RED,Covers,64351,MEDIUM,4039,4862,0
MANHEIM,2,NISSAN,RED,Covers,73343,MEDIUM,10759,15293,1
MANHEIM,4,DODGE,GOLD,Alloy,71453,VAN,4827,5713,0
MANHEIM,7,DODGE,WHITE,Alloy,72392,LARGETRUCK,6344,10012,1
MANHEIM,3,PONTIAC,RED,Alloy,82817,MEDIUM,8016,9157,0
OTHER,3,PONTIAC,WHITE,Alloy,89079,MEDIUM,7371,8461,0
MANHEIM,4,FORD,GOLD,Alloy,70373,LARGE,5452,9113,0
ADESA,5,GMC,BLACK,Alloy,79993,SMALLTRUCK,7230,8308,1
ADESA,8,FORD,WHITE,Covers,28671,VAN,1765,4120,1
MANHEIM,3,CHRYSLER,BLUE,Alloy,64205,MEDIUM,8186,9341,1
OTHER,4,CHEVROLET,GOLD,Alloy,70519,COMPACT,4794,5678,0
OTHER,9,CHEVROLET,MAROON,Covers,70455,LARGE,2566,4774,1
ADESA,2,FORD,GREY,Alloy,75006,MEDIUM,6492,7511,0
MANHEIM,6,MAZDA,GREEN,Alloy,78561,VAN,4196,8054,0
OTHER,5,FORD,BLACK,NULL,92661,LARGESUV,10530,11872,1
MANHEIM,4,FORD,WHITE,Alloy,76130,LARGETRUCK,13456,15032,1
MANHEIM,3,CHEVROLET,BLACK,Covers,73353,LARGE,6858,7907,0
OTHER,8,ACURA,WHITE,NULL,89750,SPECIALTY,7905,10838,1
ADESA,1,CHEVROLET,BLUE,NULL,71720,LARGE,9216,10453,1
MANHEIM,5,DODGE,GREY,Alloy,52395,MEDIUM,2399,5348,0
MANHEIM,3,DODGE,WHITE,Alloy,63837,MEDIUM,7103,10897,0
MANHEIM,5,CHEVROLET,GREEN,Alloy,82635,MEDIUMSUV,6810,10363,0
ADESA,6,FORD,GREEN,Alloy,78505,MEDIUM,3069,3815,0
MANHEIM,3,CHEVROLET,SILVER,Covers,68964,MEDIUM,6236,7235,0
OTHER,8,CHEVROLET,OTHER,NULL,86455,SMALLTRUCK,3384,4155,1
MANHEIM,3,CHRYSLER,SILVER,Covers,52712,MEDIUM,6141,9254,1
MANHEIM,4,CHEVROLET,BLUE,Alloy,48605,COMPACT,5987,8798,1
MANHEIM,5,KIA,SILVER,Alloy,102118,MEDIUM,4222,7856,0
ADESA,7,TOYOTA,WHITE,Covers,98937,MEDIUM,5145,7741,0
MANHEIM,3,PONTIAC,WHITE,Alloy,75110,MEDIUM,7386,8477,0
MANHEIM,4,MITSUBISHI,BLUE,Covers,51158,MEDIUM,6520,10719,0
OTHER,1,DODGE,SILVER,Alloy,42175,MEDIUM,8817,10022,0
OTHER,5,CHRYSLER,SILVER,NULL,94851,VAN,4761,7830,1
MANHEIM,6,MITSUBISHI,GREY,Covers,61605,COMPACT,2841,3568,0
MANHEIM,2,NISSAN,WHITE,Alloy,75358,MEDIUM,11952,16501,0
ADESA,3,FORD,BROWN,Covers,69990,MEDIUMSUV,9724,11002,0
ADESA,6,HYUNDAI,BLUE,Covers,85997,MEDIUM,3623,8188,0
MANHEIM,3,DODGE,BLACK,Alloy,77735,VAN,6802,7846,0
MANHEIM,5,DODGE,GREY,Covers,82081,LARGETRUCK,9220,13438,0
OTHER,4,SATURN,BLACK,Alloy,74762,MEDIUM,5427,6361,0
MANHEIM,4,FORD,BLACK,Alloy,67496,LARGE,7040,8103,1
MANHEIM,5,DODGE,WHITE,Alloy,75440,COMPACT,2765,3486,0
MANHEIM,4,DODGE,GREEN,Covers,54806,MEDIUM,5798,9579,0
ADESA,4,GMC,GOLD,Alloy,76525,SMALLTRUCK,0,0,0
ADESA,3,CHEVROLET,WHITE,Covers,51098,MEDIUM,6860,10235,0
